PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
3527;"Parroquia Nuestra Señora de la Fuencisla";"";"";"";"Metro: Almendrales (línea 3).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9c413db5b71c010VgnVCM1000000b205a0aRCRD";"ANGELICA SE&amp;Ntilde;ORA";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28026";"4";"ALMENDRALES";"12";"USERA";"440706";"4470538";"40.38332600701564";"-3.6985506323084554";"914 765 727 / 667 566 883";"";"pnsfuencisla@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3535;"Parroquia Nuestra Señora de la Granada";"";"";"";"Metro: Alsacia (línea 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a4fef4d7f71c010VgnVCM1000000b205a0aRCRD";"VILLASILOS";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"446634";"4474720";"40.42140000211379";"-3.629060917908331";"913 043 400";"";"nslagranada@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3537;"Parroquia Nuestra Señora de la Guía";"";"";"";"Metro: Ópera (Líneas 2 y 5)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d5fef4d7f71c010VgnVCM1000000b205a0aRCRD";"CONDE DE TORRALBA";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28046";"6";"CASTILLA";"5";"CHAMARTIN";"441952";"4481165";"40.47915077099003";"-3.684846659835609";"917 353 227";"";"nuestrasenoradelaguia@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3583;"Parroquia Nuestra Señora de la Luz";"";"";"";"Metro: Colombia (Líneas 8 y 9), Avenida de la Paz (Línea 4)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af6fef4d7f71c010VgnVCM1000000b205a0aRCRD";"FERNAN NUÑEZ";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28016";"4";"HISPANOAMERICA";"5";"CHAMARTIN";"443355";"4478702";"40.45706216281761";"-3.668076738455";"913 504 574";"";"laluz@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3636;"Parroquia Nuestra Señora de la Merced";"";"";"";"Metro: Artilleros (línea 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=328fef4d7f71c010VgnVCM1000000b205a0aRCRD";"CORREGIDOR JUAN FRANCISCO DE LUJAN";"CALLE";"V";"101";"";"";"";"";"MADRID";"MADRID";"28030";"5";"FONTARRON";"14";"MORATALAZ";"445235";"4472559";"40.40184226882266";"-3.6453645857841925";"917 739 829";"";"nuestrasenoradelamercer@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3628;"Parroquia Nuestra Señora de la Misericordia y Nuestra Señora de la Piedad";"";"";"";"Metro: Portazgo (línea 1), Buenos Aires (línea 1)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c49fef4d7f71c010VgnVCM1000000b205a0aRCRD";"ARROYO DEL OLIVAR";"CALLE";"V";"100";"";"";"";"";"MADRID";"MADRID";"28018";"3";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"444131";"4471310";"40.39051878962267";"-3.658269787550189";"917 773 597";"";"/nsmisericordia@archimadrid.es/";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3630;"Parroquia Nuestra Señora de la Montaña";"";"";"";"Metro: Vinateros (línea 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57afef4d7f71c010VgnVCM1000000b205a0aRCRD";"CORREGIDOR JOSE DE PASAMONTE";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"444960";"4473499";"40.410290766168586";"-3.648687101505836";"913 282 981";"";"pamontan@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
18323;"Parroquia Nuestra Señora de la Palabra";"Su actividad pastoral se realiza junto a Santa María del Camino.";"";"";"Metro: Pavones (línea 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=610a444a2951c010VgnVCM2000000c205a0aRCRD";"VALDEBERNARDO";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28030";"1";"PAVONES";"14";"MORATALAZ";"446385";"4472548";"40.40182057166897";"-3.631822715268496";"917 721 569";"";"smcaminoynspalabra@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3640;"Parroquia Nuestra Señora de la Paz";"";"";"";"Metro: Pacífico (líneas 1 y 6), Menendez Pelayo (línea 1), Conde de Casal (línea 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9bfef4d7f71c010VgnVCM1000000b205a0aRCRD";"VALDERRIBAS";"CALLE";"V";"37";"";"";"";"";"MADRID";"MADRID";"28007";"1";"PACIFICO";"3";"RETIRO";"442622";"4472913";"40.40485418923655";"-3.676198602714417";"915 514 817";"";"paz@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3647;"Parroquia Nuestra Señora de la Peña y San Felipe Neri";"";"";"";"Metro: Nueva Numancia (línea 1)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ccfef4d7f71c010VgnVCM1000000b205a0aRCRD";"PUERTO DE CANFRANC";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"443722";"4472086";"40.39748406188719";"-3.663160299145987";"913 284 530";"";"nspneri@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3685;"Parroquia Nuestra Señora de la Soledad";"";"";"";"Metro: Almendrales (línea 3).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91ffef4d7f71c010VgnVCM1000000b205a0aRCRD";"VISITACION";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28026";"4";"ALMENDRALES";"12";"USERA";"440418";"4470480";"40.38278705642942";"-3.7019322303026603";"917 924 245 / 914 751 875";"";"pnssoledad@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3696;"Parroquia Nuestra Señora de la Vega";"";"";"";"Metro: Peñagrande (línea 7).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2400ef4d7f71c010VgnVCM1000000b205a0aRCRD";"CHANTADA";"CALLE";"V";"28";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439615";"4480550";"40.47343847693065";"-3.7123586048214325";"917 383 506";"";"parroquia.vega@gmail.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3413;"Parroquia Nuestra Señora de las Américas";"";"";"";"Metro: Canillejas (Línea 5)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cd413db5b71c010VgnVCM1000000b205a0aRCRD";"ESPIREA";"CALLE";"V";"1";"";"y 3";"";"";"MADRID";"MADRID";"28042";"1";"PALOMAS";"16";"HORTALEZA";"447554";"4477991";"40.4509260539532";"-3.618488762256792";"917 412 898";"";"nuestrasradelasamericas@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3420;"Parroquia Nuestra Señora de las Angustias";"";"";"";"Metro: Palos de la Frontera (línea 3), Atocha-Renfe (línea 1).  Cercanías Renfe: Atocha (C1, C2, C3, C3a,C4, C4a, C5, C7, C8, C10).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eee413db5b71c010VgnVCM1000000b205a0aRCRD";"RAFAEL DE RIEGO";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28045";"6";"PALOS DE LA FRONTERA";"2";"ARGANZUELA";"441263";"4472885";"40.404513321126586";"-3.6922088887788256";"91 467 81 26";"";"nsangustias@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3487;"Parroquia Nuestra Señora de las Delicias";"";"";"";"Metro: Delicias (línea 3).  Cercanías Renfe: Delicias (C1 y C10).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=710513db5b71c010VgnVCM1000000b205a0aRCRD";"DELICIAS";"PASEO";"V";"61";"";"";"";"";"MADRID";"MADRID";"28045";"5";"DELICIAS";"2";"ARGANZUELA";"441124";"4472418";"40.40029003332906";"-3.6938050319544646";"915 392 036 / 915 278 982";"";"pnsdelicias@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3528;"Parroquia Nuestra Señora de las Fuentes";"";"";"";"Metro: Barrio del Pilar (línea 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=041513db5b71c010VgnVCM1000000b205a0aRCRD";"VILLA DE MARIN";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28029";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"440761";"4481136";"40.47880266978818";"-3.698887115535018";"913 147 361";"";"parroquiafuentesmadrid@gmail.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3633;"Parroquia Nuestra Señora de las Nieves";"";"";"";"Consulta los siguientes enlaces.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b610ef4d7f71c010VgnVCM1000000b205a0aRCRD";"NURIA";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28034";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"440252";"4482540";"40.491412094820106";"-3.705031914423759";"917 345 210";"";"parroquianieves@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
59885;"Parroquia Nuestra Señora de las Rosas";"";"";"";"Metro: Las Rosas (línea 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=51858ed67151c010VgnVCM2000000c205a0aRCRD";"SUECIA";"CALLE";"V";"44";"3ª";"C";"";"";"MADRID";"MADRID";"28022";"5";"ROSAS";"20";"SAN BLAS-CANILLEJAS";"448778";"4475076";"40.42474820506406";"-3.60382004973071";"917 600 847 / 649 902 350";"";"parroquiarosas@archidiocesis.madrid";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3699;"Parroquia Nuestra Señora de las Victorias y San Atanasio";"";"";"";"Metro: Valdeacederas (línea 1)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4920ef4d7f71c010VgnVCM1000000b205a0aRCRD";"AZUCENAS";"CALLE";"V";"34";"";"";"";"";"MADRID";"MADRID";"28039";"5";"VALDEACEDERAS";"6";"TETUAN";"440644";"4479482";"40.463891628961555";"-3.70011458528989";"915 791 418";"";"lasvictorias@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3378;"Parroquia Nuestra Señora de Loreto";"";"";"";"Metro: Barajas (línea 8).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=962513db5b71c010VgnVCM1000000b205a0aRCRD";"ALAS";"CALLE";"V";"21";"";"";"";"";"MADRID";"MADRID";"28042";"4";"TIMON";"21";"BARAJAS";"450537";"4480394";"40.47276353226871";"-3.583502338899181";"913 010 183";"";"parroquialoreto@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3406;"Parroquia Nuestra Señora de los Álamos";"";"";"";"Metro: Miguel Hernández (línea 1)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=293513db5b71c010VgnVCM1000000b205a0aRCRD";"";"";"";"";"";"";"";"";"MADRID";"MADRID";"";"";"";"";"";"";"";"";"";"913 801 819";"";"nsalamos@telefonica.net";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3419;"Parroquia Nuestra Señora de los Ángeles";"";"";"";"Metro: Cuatro Caminos (líneas 1, 2 y 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb4513db5b71c010VgnVCM1000000b205a0aRCRD";"BRAVO MURILLO";"CALLE";"V";"93";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"440283";"4477480";"40.445836774693575";"-3.704184722308509";"915 334 343";"";"nsdelosangeles@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3426;"Parroquia Nuestra Señora de los Apóstoles";"";"";"";"Metro: Pavones (línea 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e5513db5b71c010VgnVCM1000000b205a0aRCRD";"LUIS DE HOYOS SAINZ";"CALLE";"V";"94";"";"BIS";"";"";"MADRID";"MADRID";"28030";"6";"VINATEROS";"14";"MORATALAZ";"445927";"4472695";"40.40311144962074";"-3.6372300119528695";"913 714 411";"";"nsapostoles@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3488;"Parroquia Nuestra Señora de los Desamparados y San Lucas";"";"";"";"Metro: San Cristóbal (línea 3)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d07513db5b71c010VgnVCM1000000b205a0aRCRD";"PINAZO";"PLAZA";"V";"8";"";"";"";"";"MADRID";"MADRID";"28021";"2";"SAN CRISTOBAL";"17";"VILLAVERDE";"441333";"4466023";"40.34269836877543";"-3.690748444170573";"917 950 874 / 917 972 609";"";"desamparadosysanlucas@archidiocesis.madrid";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3400;"Parroquia Nuestra Señora de los Dolores";"";"";"";"Metro: San Bernardo (líneas 2 y 4), Quevedo (línea 2), Bilbao (línea 1 y 4).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=638513db5b71c010VgnVCM1000000b205a0aRCRD";"SAN BERNARDO";"CALLE";"V";"103";"";"";"";"";"MADRID";"MADRID";"28015";"2";"ARAPILES";"7";"CHAMBERI";"440164";"4475852";"40.43116239975514";"-3.705434338736531";"914 454 922 (despacho) / 915 938 245 (sacristía)";"";"virgendelosdolores@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3582;"Parroquia Nuestra Señora de Luján";"";"";"";"Metro: Peñagrande (línea 7).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e40ef4d7f71c010VgnVCM1000000b205a0aRCRD";"PONFERRADA";"CALLE";"V";"49";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439586";"4480840";"40.4760483712689";"-3.712723709672095";"913 860 478";"";"lujan@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3587;"Parroquia Nuestra Señora de Madrid";"";"";"";"Metro: Plaza de Castilla (líneas 1, 9 y 10), Chamartín (líneas 1 y 10)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f060ef4d7f71c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"207";"";"";"";"";"MADRID";"MADRID";"28046";"4";"ALMENARA";"6";"TETUAN";"441602";"4480125";"40.46975500088245";"-3.6888735117108507";"913 152 018";"";"lamadonademadrid@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3631;"Parroquia Nuestra Señora de Moratalaz";"";"";"";"Metro: Vinateros (línea 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8370ef4d7f71c010VgnVCM1000000b205a0aRCRD";"ENTRE ARROYOS";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28030";"4";"MEDIA LEGUA";"14";"MORATALAZ";"444463";"4473316";"40.408610350006086";"-3.6545298027540856";"914 390 732 / 669 147 097";"";"pqnsmoratalaz@archidiocesis.madrid";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3686;"Parroquia Nuestra Señora de Sonsoles";"";"";"";"Metro: Quintana (línea 5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1680ef4d7f71c010VgnVCM1000000b205a0aRCRD";"TIMOTEO DOMINGO";"CALLE";"V";"38";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"445334";"4475975";"40.43262403434302";"-3.644497485715557";"913 675 693";"";"nssonsoles@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3405;"Parroquia Nuestra Señora del Aire";"";"";"";"Consultar los siguientes enlaces.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea853d232e91f010VgnVCM1000000b205a0aRCRD";"GENERAL MILLAN ASTRAY";"CALLE";"V";"72";"";"";"";"";"MADRID";"MADRID";"28044";"7";"LAS AGUILAS";"10";"LATINA";"435006";"4469533";"40.37384927055919";"-3.7655904069815445";"917 055 400";"";"parroquiaaire@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3351;"Parroquia Nuestra Señora del Buen Consejo y San Isidro";"";"";"";"Metro: La Latina (línea 5), Tirso de Molina (línea 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88a513db5b71c010VgnVCM1000000b205a0aRCRD";"TOLEDO";"CALLE";"V";"37";"";"";"";"";"MADRID";"MADRID";"28005";"2";"EMBAJADORES";"1";"CENTRO";"439984";"4473834";"40.412971157638985";"-3.707369400972756";"913 692 037";"";"pquiabuenconsejoysanisidro@archimadrid.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"
3468;"Parroquia Nuestra Señora del Buen Suceso";"";"";"";"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42cdb069a541f010VgnVCM1000000b205a0aRCRD";"PRINCESA";"CALLE";"V";"43";"";"";"";"";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"439281";"4475655";"40.42932435636487";"-3.715829312972795";"915 482 245 / 669 440 036";"";"comunicabuensu@gmail.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3453;"Parroquia Nuestra Señora del Camino";"";"";"";"Metro: Las Musas (línea 7).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bb513db5b71c010VgnVCM1000000b205a0aRCRD";"FENELON";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"448016";"4476469";"40.43724312359384";"-3.6129247183261337";"917 416 273";"";"sradelcamino@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3456;"Parroquia Nuestra Señora del Carmen y San Luis Obispo";"";"";"";"Metro: Sol (líneas 1, 2 y 3) Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5), Ópera (líneas 2, 5 y Ramal).  Cercanías Renfe: Sol (lineas C3, C4, C4a y C4b).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30e513db5b71c010VgnVCM1000000b205a0aRCRD";"CARMEN";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"440271";"4474413";"40.41820834788744";"-3.7040397886031022";"913 780 646";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3455;"Parroquia Nuestra Señora del Carmen (El Plantío)";"";"";"";"Consulta los siguientes enlaces";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adc513db5b71c010VgnVCM1000000b205a0aRCRD";"VICTORIA";"AVENIDA";"V";"51";"";"";"";"";"MADRID";"MADRID";"28023";"6";"EL PLANTIO";"9";"MONCLOA-ARAVACA";"429665";"4480507";"40.47227148113697";"-3.8297226379272007";"913 077 222";"";"elcarmendelplantio@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
18329;"Parroquia Nuestra Señora del Consuelo";"";"";"";"Bus: 136, 144  Cercanías Renfe: El Pozo (C2, C7, Regional)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f31a444a2951c010VgnVCM2000000c205a0aRCRD";"CLEOPATRA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28018";"3";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"444248";"4470414";"40.382454535016805";"-3.6568167934652847";"680 675 822";"";"nsconsuelo@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3500;"Parroquia Nuestra Señora del Encuentro";"";"";"";"Metro: Alvarado (línea 1), Cuatro Caminos (líneas 1, 2 y 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=550613db5b71c010VgnVCM1000000b205a0aRCRD";"PEDRO BARREDA";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28039";"1";"BELLAS VISTAS";"6";"TETUAN";"440054";"4477916";"40.449745630459184";"-3.7069246393048476";"915 533 959";"";"nsdelencuentro@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3503;"Parroquia Nuestra Señora del Espino y Nuestra Señora de Madrid";"";"";"";"Metro: Plaza de Castilla (líneas 1, 9 y 10)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e71613db5b71c010VgnVCM1000000b205a0aRCRD";"CONDE DE SERRALLO";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28029";"4";"ALMENARA";"6";"TETUAN";"441345";"4479781";"40.46664323002449";"-3.6918722632441554";"917 331 734";"";"parroquiaespino@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3538;"Parroquia Nuestra Señora del Henar";"";"";"";"Metro: Diego de León (líneas 4, 5 y 6), Avenida de América (línea 4, 6, 7 y 9), Cartagena (línea 7).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a890ef4d7f71c010VgnVCM1000000b205a0aRCRD";"AGUSTIN DURAN";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"442884";"4476418";"40.43645204220764";"-3.6734240892953007";"913 564 162";"";"parroquiahenar@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3398;"Parroquia Nuestra Señora del Perpetuo Socorro";"";"";"";"Metro: Bilbao (líneas 1 y 4), Alonso Martínez (líneas 4, 5 y 10).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a2613db5b71c010VgnVCM1000000b205a0aRCRD";"MANUEL SILVELA";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440714";"4475740";"40.43018988613746";"-3.6989360511918186";"914 469 550 / 915 913 654";"";"perpetuosocorro@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3651;"Parroquia Nuestra Señora del Pilar (Campamento)";"";"";"";"Metro:  Colonia Jardín (Línea 10), Empalme (Línea 5)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cdb0ef4d7f71c010VgnVCM1000000b205a0aRCRD";"PATRICIO MARTINEZ";"PLAZA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28024";"5";"CAMPAMENTO";"10";"LATINA";"434570";"4472091";"40.39686124147289";"-3.77099849144385";"915 182 862";"";"pilardecampamento@archidiocesis.madrid";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
3650;"Parroquia Nuestra Señora del Pilar. Calle Juan Bravo";"";"";"";"Metro: Núñez de Balboa (líneas 5 y 9), Diego de León (4, 5 y 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ba0ef4d7f71c010VgnVCM1000000b205a0aRCRD";"JUAN BRAVO";"CALLE";"V";"40";"";"";"";"";"MADRID";"MADRID";"28006";"5";"LISTA";"4";"SALAMANCA";"442471";"4475974";"40.43242564700386";"-3.678246230346705";"914 010 959 / 914 026 302";"";"parroquiapilar@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"
