PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
6549;"Colegio Mayor Universitario Santillana";"";"";"Tipo masculina.";"Metro: Paco de lucía (línea 9)  Cercanías Renfe: Mirasierra-Paco de Lucia (líneas C3a, C7, C8 y Regional).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=21d73b54d771c010VgnVCM1000000b205a0aRCRD";"MARBELLA";"CALLE";"V";"60";"";"";"";"";"MADRID";"MADRID";"28034";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"440155";"4482901";"40.49465964836949";"-3.7062096187224456";"917 355 031";"";"cmsantillana@cmsantillana.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6553;"Colegio Mayor Vedruna";"";"";"Tipo femenina.";"Metro: Guzmán El Bueno (línea 6 y 7), Vicente Aleixandre (línea 6).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b18a4ea6871c010VgnVCM1000000b205a0aRCRD";"PRESIDENTE GARCIA MORENO";"GLORIETA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439366";"4477462";"40.445605369642564";"-3.714995329761434";"915 342 306 / 915 342 306";"";"recepcion@cmvedruna.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6525;"Colegio Mayor Ximénez de Cisneros";"";"";"Tipo mixta.";"Consulta los siguientes enlaces:";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e28a4ea6871c010VgnVCM1000000b205a0aRCRD";"SENECA";"AVENIDA";"V";"8";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438214";"4476373";"40.43571333918665";"-3.7284677239467596";"913 941 006";"";"ccmm@ucm.es / subdir_cisneros@ucm.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6407;"Colegio Universitario de Estudios Financieros";"";"";"";"Metro: Francos Rodríguez (línea 7).";"Campus Pirineos: calle Pirineos, 55. Codígo Postal 28040. Madrid.  Campus Almansa: calle Almansa, 101. Codígo Postal 28040. Madrid.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=004cf3216571c010VgnVCM1000000b205a0aRCRD";"PIRINEOS";"CALLE";"V";"55";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439058";"4478350";"40.45357920636982";"-3.718717277671818";"914 445 161";"";"";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
6498;"Escuela de Práctica Jurídica";"";"";"";"Metro: Noviciado (línea 2), Plaza de España (líneas 3 y 10).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=32c07b503a71c010VgnVCM1000000b205a0aRCRD";"AMANIEL";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"439846";"4475175";"40.42503902541332";"-3.7091208409661056";"915 327 391";"915 230 309";"epj@epj.es";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
6376;"Escuela Politécnica de Enseñanza Superior (EPES)";"";"";"";"Metro: Vicente Aleixandre (línea 6)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b9d578b9671c010VgnVCM1000000b205a0aRCRD";"JUAN XXIII";"PASEO";"V";"11";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439174";"4477722";"40.44793793568313";"-3.717285250885199";"910 670 679 / 910 670 676";"";"secretaria.epes@upm.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6677;"Escuela Superior de Diseño";"";"";"";"Metro: Vinateros (línea 9).";"Enseñanzas artísticas:   Diseño gráfico, Diseño de producto, Diseño de interiores, Diseño de moda, Diseño de espacios comerciales, Diseño interactivo.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=492ba4ea6871c010VgnVCM1000000b205a0aRCRD";"CAMINO DE LOS VINATEROS";"CALLE";"V";"106";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"444948";"4473365";"40.409090881121266";"-3.6488257296912585";"914 390 000";"914 379 639";"esd.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
6424;"Escuela Técnica Superior de Arquitectura";"";"";"";"Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9ac578b9671c010VgnVCM1000000b205a0aRCRD";"JUAN DE HERRERA";"AVENIDA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"437990";"4476806";"40.43959650623064";"-3.731162126785864";"913 366 501 / 913 366 507";"";"";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6381;"Escuela Técnica Superior de Edificación";"";"";"";"Metro: Ciudad Universitaria (línea 6), Moncloa (línea 3)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f05d578b9671c010VgnVCM1000000b205a0aRCRD";"JUAN DE HERRERA";"AVENIDA";"V";"6";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"437941";"4476747";"40.439061141330214";"-3.7317253526397614";"910 675 234";"";"comunicacion.edificacion@upm.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6418;"Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio";"";"";"";"Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7cbc578b9671c010VgnVCM1000000b205a0aRCRD";"CARDENAL CISNEROS";"PLAZA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438543";"4476956";"40.44098319331987";"-3.7246487290907204";"910 675 534 / 910 675 572";"";"";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6419;"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas";"";"";"";"Metro: Ciudad Universitaria (línea 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fcc578b9671c010VgnVCM1000000b205a0aRCRD";"PUERTA DE HIERRO";"AVENIDA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438252";"4476949";"40.440899945359334";"-3.728076234171524";"910 670 742 (Agrónomos) / 910 670 743 (Agrícolas)";"";"comunicacion.etsiaab@upm.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6422;"Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural";"";"";"";"Metro: Vicente Aleixandre o Ciudad Universitaria(línea 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b60d578b9671c010VgnVCM1000000b205a0aRCRD";"JOSE ANTONIO NOVAIS";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438562";"4477788";"40.448485414321894";"-3.724507841206364";"Montes: 910 671 510 / Forestales: 910 671 509";"";"comunicacion.montes@upm.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6379;"Escuela Técnica Superior de Ingeniería de Sistemas Informáticos";"";"";"";"Metro: Sierra de Guadalupe (línea 1).  Cercanías Renfe: Vallecas ( líneas C-7a, C-2 o C-1)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=836d578b9671c010VgnVCM1000000b205a0aRCRD";"ALAN TURING";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28030";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"446788";"4471274";"40.39037030758324";"-3.626968215943057";"910 673 534 / 910 673 524";"";"negociado.alumnos.etsisi@upm.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6387;"Escuela Técnica Superior de Ingeniería y Diseño Industrial";"";"";"";"Metro: Embajadores (líneas 3 y 5), Atocha (línea 1)  Cercanías Renfe: Embajadores  (línea C5), Atocha (líneas C1,C2,C3,C4,C5,C6,C7,C8 y C10)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2dd578b9671c010VgnVCM1000000b205a0aRCRD";"VALENCIA";"RONDA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28012";"6";"PALOS DE LA FRONTERA";"2";"ARGANZUELA";"440552";"4472992";"40.405420030666505";"-3.7005940001153337";"910 677 400";"";"secretaria.etsidi@upm.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6417;"Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación";"";"";"";"Metro: Sierra de Guadalupe (línea 1)  Cercanías Renfe: Atocha-Alcalá de Henares (líneas C2 y C7)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db2d578b9671c010VgnVCM1000000b205a0aRCRD";"NIKOLA TESLA";"CALLE";"V";"";"";"";"";"";"MADRID";"MADRID";"";"";"";"";"DISTRITO";"446601";"4471101";"40.38879475945981";"-3.629147669595368";"910 673 200";"";"info@etsist.upm.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
11999975;"Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos. Edificio Retiro";"";"";"";"Metro:  Atocha Renfe (línea 1)  Cercanías Renfe: Estación Atocha";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78f8bf4f5a1c7810VgnVCM2000001f4a900aRCRD";"ALFONSO XII";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28014";"5";"LOS JERONIMOS";"3";"RETIRO";"441589";"4473433";"40.4094661942901";"-3.688412783499902";"91 06 74534";"";"alumnos.caminos@upm.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6421;"Escuela Técnica Superior de Ingenieros de Minas y Energía.";"Integra una Biblioteca con mobiliario histórico que cuenta con más de 7.000 ejemplares de que van de los siglos XVI al XVIII y un gran volumen de obras del siglo XIX, además de publicaciones periódicas y mapas cartográficos.";"";"";"Metro: Ríos Rosas (línea 1)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24fc578b9671c010VgnVCM1000000b205a0aRCRD";"RIOS ROSAS";"CALLE";"V";"21";"";"";"";"";"MADRID";"MADRID";"28003";"5";"RIOS ROSAS";"7";"CHAMBERI";"440603";"4477062";"40.44209227424258";"-3.7003734646151534";"910 676 602 / 910 676 301";"";"gabinete.comunicacion.minasyenergia@upm.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6375;"Escuela Técnica Superior de Ingenieros de Telecomunicación";"";"";"";"Metro: Ciudad Universitaria (línea 6)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cdad578b9671c010VgnVCM1000000b205a0aRCRD";"COMPLUTENSE";"AVENIDA";"V";"30";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438376";"4478293";"40.453018384890925";"-3.726745005476224";"910 671 900";"";"";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6380;"Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía";"";"";"";"Metro: Sierra de Guadalupe (línea 1).  Cercanías Renfe: Vallecas (líneas C1, C2, C7a).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=75ed578b9671c010VgnVCM1000000b205a0aRCRD";"ARBOLEDA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28031";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"446845";"4470681";"40.3850312955634";"-3.6262428071808612";"913 367 916";"";"";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6427;"Escuela Técnica Superior de Ingenieros Industriales";"Integra la Biblioteca  María Moliner , fundada en 1850 para el Real Instituto Industrial. Cuenta con más de 35.000 ejemplares, entre los que se encuentra un valiosísimo fondo histórico en el campo de la ciencia y de la técnica, constituido en su mayor parte por obras del siglo XIX.";"";"";"Metro: Gregorio Marañón (líneas 7, 10).  Cercanías Renfe: Nuevos Ministerios (líneas C-1, C-3, C-4, C-7, C-8, C-10)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e3d578b9671c010VgnVCM1000000b205a0aRCRD";"JOSE GUTIERREZ ABASCAL";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28006";"1";"EL VISO";"5";"CHAMARTIN";"441463";"4476870";"40.44042600324054";"-3.690212174964136";"910 676 700";"";"";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6423;"Escuela Técnica Superior de Ingenieros Navales";"";"";"";"Metro: Moncloa (línea 3), Ciudad Universitaria (línea 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=491d578b9671c010VgnVCM1000000b205a0aRCRD";"Arco de la Victoria";"AVENIDA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438559";"4476714";"40.4388050819418";"-3.724433976834532";"913 367 140";"";"informacionyservicios.navales@upm.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6403;"Escuela Universitaria de Enfermería de la Cruz Roja";"";"";"";"Metro: Guzmán el Bueno (líneas 6 y 7), Cuatro Caminos (líneas 1, 2 y 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cfec05ef571c010VgnVCM1000000b205a0aRCRD";"REINA VICTORIA";"AVENIDA";"V";"28";"";"";"";"";"MADRID";"MADRID";"28003";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"439817";"4477640";"40.447245864225934";"-3.7096954577510513";"915 343 649";"";"inforeue@cruzroja.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6373;"Escuela Universitaria de Enfermería. Fundación Jiménez Díaz";"";"";"";"Metro: Moncloa (líneas 3 y 6), Arg&amp;uuml;elles (lineas 3, 4 y 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27dec05ef571c010VgnVCM1000000b205a0aRCRD";"LISBOA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"438613";"4475978";"40.432178026136526";"-3.7237339935316442";"915 504 863 / 915 504 864";"";"escuelaenfermeriafjd@quironsalud.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6369;"Escuela Universitaria de Magisterio";"";"";"";"Metro: Eugenia de Montijo (línea 5), Carabanchel Alto (línea 11).  Cercanías Renfe: Aluche (C5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=612fc05ef571c010VgnVCM1000000b205a0aRCRD";"NUESTRA SEÑORA DE FATIMA";"AVENIDA";"V";"102";"";"";"";"";"MADRID";"MADRID";"28047";"4";"VISTA ALEGRE";"11";"CARABANCHEL";"436429";"4470018";"40.378328008655004";"-3.7488801858007923";"914 651 700";"";"info@escuni.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
6446;"Facultad de Ciencias de la Actividad Física y del Deporte (INEF)";"";"";"";"Metro: Ciudad Universitaria (línea 6),Moncloa (líneas 3 y 6)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08fd578b9671c010VgnVCM1000000b205a0aRCRD";"MARTIN FIERRO";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"437872";"4476649";"40.4381730352489";"-3.7325360017630174";"910 677 850";"";"";"/contenido/entidadesYorganismos/Universidades/Facultades"
109174;"Instituto de Estudios Bursátiles";"";"De lunes a viernes, de 9 a 14 horas y de 16 a 18:30 horas.  Sábados, de 8:30 a 14 horas.";"";"Cercanías Renfe: Aravaca (C7 y C10).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=19e215a11a81c010VgnVCM1000000b205a0aRCRD";"TALGO";"AVENIDA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28023";"7";"ARAVACA";"9";"MONCLOA-ARAVACA";"433957";"4477653";"40.446914051263015";"-3.7787937166693006";"915 240 615";"";"info@ieb.es";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
97192;"Instituto de Salud Carlos III. Escuela Nacional de Medicina del Trabajo";"";"";"";"Consulta os siguientes enlaces";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=56e94f36ff81c010VgnVCM1000000b205a0aRCRD";"SINESIO DELGADO";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28029";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"441184";"4480675";"40.47467830039234";"-3.693859963015047";"918 224 039 / 918 224 026";"";"secretaria.enmt@isciii.es";"/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios"
11954914;"Residencia de Estudiantes Ciudad Escolar. Comunidad de Madrid.";"";"";"Tipo mixta.";"Cercanias Renfe: Ramón y Cajal (líneas C10, C8-A, C8-B)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e94b29b0795c6810VgnVCM1000001d4a900aRCRD";"COLMENAR VIEJO";"CARRETERA";"V";"";"";"";"";"Km. 12,800";"MADRID";"MADRID";"";"";"";"";"DISTRITO";"441896";"4481341";"40.52514591809954";"-3.6853908329744214";"917 342 700";"";"residenciadeestudiantes@educa.madrid.org";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
11163416;"Residencia de estudiantes Palacio de Barradas";"";"";"Tipo mixta.";"Metro: Noviciado (líneas 2, 3 y 10), San Bernardo (líneas 2 y 4).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac266736b3f41710VgnVCM1000001d4a900aRCRD";"SAN BERNARDO";"CALLE";"V";"63";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"440034";"4475331";"40.42645825034476";"-3.706923606244769";"915 228 996 / 915 232 800 / 617 342 910";"";"";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
55233;"Residencia Universitaria Augustinus Nebrija";"";"";"Tipo mixta.";"Metro: Islas Filipinas (línea 7) y Moncloa (líneas 3 y 6).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0ae444a2951c010VgnVCM2000000c205a0aRCRD";"CEA BERMUDEZ";"CALLE";"V";"59";"";"";"";"";"MADRID";"MADRID";"28003";"1";"GAZTAMBIDE";"7";"CHAMBERI";"439315";"4476722";"40.43894007585974";"-3.715531702478502";"914 521 150";"";"residencias@nebrija.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
168328;"Residencia Universitaria Erasmo";"";"";"Tipo mixta.";"Cercanías Renfe: Cantoblanco Universidad (líneas C4a y C4b).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=333629ea9281c010VgnVCM1000000b205a0aRCRD";"ERASMO DE ROTTERDAM";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28049";"8";"EL GOLOSO";"8";"FUENCARRAL-EL PARDO";"440813";"4488820";"40.548027795931425";"-3.6989970922329403";"911 312 100";"913 721 437";"erasmo@resa.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
185968;"Residencia Universitaria Gómez Pardo";"";"";"Tipo mixta.";"Metro: Ríos Rosas (línea 1), Cuatro Caminos (líneas 1, 2 y 6).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7c26af5e2775e010VgnVCM2000000c205a0aRCRD";"CRISTOBAL BORDIU";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28003";"5";"RIOS ROSAS";"7";"CHAMBERI";"440559";"4477168";"40.443040030471";"-3.7009070820260876";"914 417 921";"914 429 529";"residencia@fgomezpardo.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
7614004;"Residencia Universitaria José Pérez de Vargas";"";"";"Tipo mixta.";"Metro: Vicálvaro (línea 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f15b16621fc08410VgnVCM1000000b205a0aRCRD";"DAROCA";"AVENIDA";"V";"321";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"448006";"4473031";"40.406276896821566";"-3.6127600502928536";"917 753 042";"";"administracion@residenciavicalvarourjc.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
12727283;"Residencia Universitaria Nebrija Arturo Soria";"";"";"Tipo mixta.";"Metro: Arturo soria (línea 4)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54143bc2f23b5910VgnVCM2000001f4a900aRCRD";"ASURA";"CALLE";"V";"90";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"444511";"4478743";"40.45750817868435";"-3.6544422302629136";"914 521 150";"";"residencias@nebrija.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
6461002;"Residencia Universitaria Nebrija Chamberí";"";"";"Tipo mixta.";"Metro: Bilbao (líneas 1 y 4), Alonso Martínez (líneas 4, 5 y 10).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f67e1925e0c7310VgnVCM1000000b205a0aRCRD";"NICASIO GALLEGO";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440717";"4475655";"40.42942134889185";"-3.698902512090178";"914 471 200 / 914 521 150";"";"residencias@nebrija.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
8154142;"Residencia Universitaria Nebrija - Corazonistas";"";"";"Tipo mixta.";"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6), Moncloa (líneas 3 y 6)";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=107861ffd35be410VgnVCM2000000c205a0aRCRD";"TUTOR";"CALLE";"V";"36";"";"";"";"";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"439208";"4475677";"40.42951144473094";"-3.7166919067720485";"915 478 800 / 914 521 150";"";"residencias@nebrija.es";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
11954900;"Residencia Universitaria Tagaste";"";"";"Tipo mixta.";"Metro: Goya (líneas 2 y 4).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=605929b0795c6810VgnVCM1000001d4a900aRCRD";"GENERAL PARDI&amp;Ntilde;AS";"CALLE";"V";"34";"";"";"";"";"MADRID";"MADRID";"28001";"2";"GOYA";"4";"SALAMANCA";"442453";"4475337";"40.42668459434315";"-3.6784079436749755";"647 904 401 / 914 354 180";"";"holamadrid@tagaste.com";"/contenido/entidadesYorganismos/Universidades/ColegiosMayores"
32179;"Universidad Autónoma de Madrid. Escuela Politécnica Superior";"";"";"";"Cercanías Renfe: Cantoblanco Universidad (línea C4).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6f96545f951c010VgnVCM2000000c205a0aRCRD";"FRANCISCO TOMAS Y VALIENTE";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28049";"8";"EL GOLOSO";"8";"FUENCARRAL-EL PARDO";"441440";"4488695";"40.54694594124175";"-3.6915841963667";"914 977 438";"";"información.eps@uam.es";"/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias"
